id,sentence,has_idiom,idiom_text,emotion,idiom_meaning,annotator_1,annotator_2,annotator_3
296,The children jumped up and down as they were taken to the zoo.,1,jumping around,happy,jumping for joy,happy,happy,happy
297,The supporters jumped up and down happily as their team won.,1,jumping up and down happily,happy,very happy,happy,happy,happy
298,The audience screamed with joy as the idol took the stage.,1,shouting with joy,happy,scream with joy,happy,happy,happy
299,The children danced happily to welcome the first rain.,1,dancing happily,happy,dancing for joy,happy,happy,happy
300,The fans cheered happily as the concert began.,1,cheering,happy,cheering for joy,happy,happy,happy
301,"They clapped and cheered, celebrating their shared success.",1,applaud,happy,clapping and cheering,happy,happy,happy
302,I felt happy I was on cloud nine when I got promoted.,1,above the clouds,happy,very happy,happy,happy,happy
303,Today I feel at the peak of happiness.,1,the peak of happiness,happy,very happy,happy,happy,happy
304,I feel incredibly happy after getting married.,1,immeasurably happy,happy,very happy,happy,happy,happy
305,He feels happy when surrounded by family.,1,feel happy,happy,feel happy,happy,happy,happy
306,The child felt happy to get a new toy.,1,happy heart,happy,feel happy,happy,happy,happy
307,We feel happy to be able to gather together.,1,happy heart,happy,feel happy,happy,happy,happy
308,He beamed with happiness when his name was called.,1,radiant,happy,looks very happy,happy,happy,happy
309,We are happy to welcome the holy month.,1,happy and cheerful,happy,very happy,happy,happy,happy
310,They happy to have fun surviving disasters.,1,merrymaking,happy,full of joy,happy,happy,happy
311,Our team is happy forever with the results of hard work.,1,happily ever after,happy,happy all the time,happy,happy,happy
312,My friend was happy forever after the successful operation.,1,happy forever,happy,happy all the time,happy,happy,happy
313,My friend was happy forever after all the files were completed.,1,happy forever,happy,constantly happy,happy,happy,happy
314,Her brother felt satisfied that he could help others.,1,feel satisfied,happy,feel satisfied and happy,happy,happy,happy
315,My sister felt relieved when the holidays arrived.,1,feel relieved,happy,feel relieved and happy,happy,happy,happy
316,His family was incomparably happy to receive the good news.,1,incomparable happiness,happy,ultimate happiness,happy,happy,happy
317,The teacher was incomparably happy to get a sweet surprise.,1,incomparable joy,happy,ultimate pleasure,happy,happy,happy
318,The students were overjoyed when the price of rice rose.,1,incomparable joy,happy,ultimate joy,happy,happy,happy
319,The child was incomparably excited to watch the world cup final.,1,incomparable joy,happy,ultimate joy,happy,happy,happy
320,I have an incomparable joy in giving appreciation to artists.,1,incomparable joy,happy,ultimate happiness,happy,happy,happy
321,She laughed happily reading the letter from her lover.,1,laughing happily,happy,laughing because of happiness,happy,happy,happy
322,We smiled happily after the good news.,1,smiling happily,happy,smiling because of happiness,happy,happy,happy
323,They jump happily guiding their students.,1,jumping for joy,happy,jumping for joy,happy,happy,happy
324,Our team is jumping with joy after their innovation was recognized worldwide.,1,jumping up and down happily,happy,jumping up and down because of joy,happy,happy,happy
325,My friends cheered happily seeing this natural beauty.,1,cheering happily,happy,cheering with joy,happy,happy,happy
326,My friend clapped happily at his inspiring work.,1,clapping happily,happy,clapping hands for joy,happy,happy,happy
327,Her brother danced happily seeing his people prosper.,1,dancing happily,happy,dancing for joy,happy,happy,happy
328,My little brother is happy after his start-up business is successful.,1,happy heart,happy,feeling of joy,happy,happy,happy
329,The family was overjoyed after foreign investors came in.,1,happy heart,happy,feeling of joy,happy,happy,happy
330,The teacher was satisfied exploring the old city.,1,satisfied heart,happy,feeling of satisfaction,happy,happy,happy
331,The student felt calm when he got the concert tickets.,1,calm heart,happy,feeling of calm,happy,happy,happy
332,The child's heart is comfortable when the long holiday arrives.,1,comfortable heart,happy,feeling of comfort,happy,happy,happy
333,I am generous in accepting this prestigious award.,1,generous,happy,happys to give sincerely,happy,happy,happy
334,He was light-hearted in celebrating Independence Day.,1,light bones,happy,work hard,happy,happy,happy
335,We are humbled after the successful vaccination program.,1,humble,happy,not arrogant,happy,happy,happy
336,They held their hands long as they looked at the sunrise.,1,arm length,happy,happys to steal,happy,happy,happy
337,Our team is big-headed watching comedy movies.,1,big head,happy,proud,happy,happy,happy
338,My friend was stubborn about the wedding.,1,stubborn,happy,don't want to listen to advice,happy,happy,happy
339,My friend was relieved to receive constructive criticism.,1,relieved heart,happy,feel relieved,happy,happy,happy
340,Her brother was sky high after the exam was over.,1,sky high,happy,very happy,happy,happy,happy
341,My brother on the top of the mountain after forgiving everyone.,1,on the mountain top,happy,be in the best position,happy,happy,happy
342,The family flies high when they meet the family.,1,flying high,happy,very excited,happy,happy,happy
343,The teacher hovered around welcoming the children back to their hometown.,1,floating,happy,very happy,happy,happy,happy
344,The student took a few photos with his extended family.,1,a handful of water,happy,get lots of good fortune,happy,happy,happy
345,The child met his soul mate when his product went viral.,1,meet your soulmate,happy,meet a life partner,happy,happy,angry
346,I got a windfall.,1,windfall,happy,make a big profit,happy,happy,happy
347,He got a big profit when his dream was achieved.,1,big profits,happy,get abundant profits,happy,happy,happy
348,We were very lucky when our superiors praised us.,1,very lucky,happy,very lucky,happy,happy,happy
349,They were smiling widely playing in the park.,1,smile broadly,happy,smiling because of happiness,happy,angry,happy
350,Our team is heartened that their child has succeeded.,1,to be proud of,happy,feel proud and happy,happy,happy,happy
351,My friend was overjoyed and full of blessings.,1,overjoyed,happy,very happy,happy,happy,happy
352,My friend clapped his hands as the children's faces radiated.,1,clap the hands,happy,show joy,happy,happy,happy
353,Her brother smiled broadly as he helped others.,1,a wide smile,happy,smiling broadly with joy,happy,happy,happy
354,My little brother feels happy that he is still healthy.,1,smiling,happy,face beaming with joy,happy,happy,happy
355,His family was light-hearted after meditation.,1,helpful,happy,happy to help,happy,happy,happy
356,The teacher rose to welcome a better tomorrow.,1,rising star,happy,currently popular or famous,happy,happy,happy
357,The student's heart blossomed as he welcomed the bright morning.,1,heart in bloom,happy,feeling very happy,happy,happy,happy
358,The child reaps praise when all plans go smoothly.,1,harvest of praise,happy,received a lot of praise,happy,happy,happy
359,I felt flooded with good fortune after everything was finished.,1,flooded with good fortune,happy,get a lot of luck,happy,happy,happy
360,He got a breath of fresh air after all the affairs were settled.,1,fresh air,happy,got good news,happy,happy,happy
361,We are cheerful all day for the blessings given.,1,cheerful all day long,happy,happy all the time,happy,happy,happy
362,They jumped for joy on my special day.,1,jumping for joy,happy,very happy,happy,happy,happy
363,Our team is over the moon.,1,very happy,happy,very happy,happy,happy,happy
364,My friend is in full bloom.,1,flowery,happy,feel very happy,happy,happy,happy
365,My friend was happy when her child came home.,1,joy,happy,deep happiness,happy,happy,happy
366,Her brother was happy to celebrate the new year.,1,happy,happy,feel happy,happy,happy,happy
367,My sister was beaming with joy at the decision.,1,radiant,happy,looks very happy,happy,happy,happy
368,"His family laughed out loud, the only one in the family.",1,laugh out loud,happy,laughing very happily,happy,sad,happy
369,The teacher was full of joy at the wedding.,1,joy,happy,filled with happiness,happy,happy,happy
370,The student was relieved because all the problems were resolved.,1,relieved,happy,accept it sincerely and happily,happy,happy,sad
371,The child was happy to receive this good news.,1,cheerful,happy,very cheerful and happy,happy,happy,happy
372,I am happy to meet again.,1,open heart,happy,feeling relieved and happy,happy,happy,happy
373,He was overjoyed to receive her arrival.,1,incredibly happy,happy,very happy,happy,happy,happy
374,We are beyond happy with the service provided.,1,immeasurably happy,happy,very happy,happy,happy,happy
375,Their faces brightened after all the work was done.,1,bright face,happy,looks happy,happy,happy,happy
376,Our team smiled happily after the problem was over.,1,smiling,happy,smiling happily,happy,happy,happy
377,"My friend looked happy he had won the lottery, his face lit up.",1,win the lottery,happy,very lucky,happy,angry,happy
378,My friend is happy the moon falling into usury when his friend praises him.,1,the moon falls into usury,happy,get great luck,happy,happy,happy
